,Word,Number of Syllables,Formatted for JS,Syllables Separated by semicolon,1st Syllable,2nd Syllable,3rd Syllable,4th Syllable,5th Syllable,6th Syllable,7th Syllable,8th Syllable
,prong,1,"'prong': 1,",prong,prong,,,,,,,
,proof,1,"'proof': 1,",proof,proof,,,,,,,
,proofing,2,"'proofing': 2,",proof;ing,proof,ing,,,,,,
,proofread,2,"'proofread': 2,",proof;read,proof,read,,,,,,
,prop,1,"'prop': 1,",prop,prop,,,,,,,
,propagation,4,"'propagation': 4,",prop;a;ga;tion,prop,a,ga,tion,,,,
,propaganda,4,"'propaganda': 4,",prop;a;gan;da,prop,a,gan,da,,,,
,propagate,3,"'propagate': 3,",prop;a;gate,prop,a,gate,,,,,
,proper,2,"'proper': 2,",prop;er,prop,er,,,,,,
,properly,3,"'properly': 3,",prop;er;ly,prop,er,ly,,,,,
,property,3,"'property': 3,",prop;er;ty,prop,er,ty,,,,,
,proposition,4,"'proposition': 4,",prop;o;si;tion,prop,o,si,tion,,,,
,propositional,5,"'propositional': 5,",prop;o;si;tion;al,prop,o,si,tion,al,,,
,prophecy,3,"'prophecy': 3,",proph;e;cy,proph,e,cy,,,,,
,prophesy,3,"'prophesy': 3,",proph;e;sy,proph,e,sy,,,,,
,prophet,2,"'prophet': 2,",proph;et,proph,et,,,,,,
,prophylactic,4,"'prophylactic': 4,",proph;y;lac;tic,proph,y,lac,tic,,,,
,prophylaxis,4,"'prophylaxis': 4,",proph;y;lax;is,proph,y,lax,is,,,,
,pros,1,"'pros': 1,",pros,pros,,,,,,,
,prosecution,4,"'prosecution': 4,",pros;e;cu;tion,pros,e,cu,tion,,,,
,prosecutor,4,"'prosecutor': 4,",pros;e;cu;tor,pros,e,cu,tor,,,,
,prosecuted,4,"'prosecuted': 4,",pros;e;cut;ed,pros,e,cut,ed,,,,
,prosecuting,4,"'prosecuting': 4,",pros;e;cut;ing,pros,e,cut,ing,,,,
,prosecute,3,"'prosecute': 3,",pros;e;cute,pros,e,cute,,,,,
,prospector,3,"'prospector': 3,",pros;pec;tor,pros,pec,tor,,,,,
,prospect,2,"'prospect': 2,",pros;pect,pros,pect,,,,,,
,prosper,2,"'prosper': 2,",pros;per,pros,per,,,,,,
,prosperity,4,"'prosperity': 4,",pros;per;i;ty,pros,per,i,ty,,,,
,prosperous,3,"'prosperous': 3,",pros;per;ous,pros,per,ous,,,,,
,prostaglandin,4,"'prostaglandin': 4,",pros;ta;glan;din,pros,ta,glan,din,,,,
,prostate,2,"'prostate': 2,",pros;tate,pros,tate,,,,,,
,prosthesis,3,"'prosthesis': 3,",pros;the;sis,pros,the,sis,,,,,
,prosthetics,3,"'prosthetics': 3,",pros;thet;ics,pros,thet,ics,,,,,
,prostitution,4,"'prostitution': 4,",pros;ti;tu;tion,pros,ti,tu,tion,,,,
,prostitute,3,"'prostitute': 3,",pros;ti;tute,pros,ti,tute,,,,,
,prostrate,2,"'prostrate': 2,",pros;trate,pros,trate,,,,,,
,prose,1,"'prose': 1,",prose,prose,,,,,,,
,prosser,2,"'prosser': 2,",pross;er,pross,er,,,,,,
,proud,1,"'proud': 1,",proud,proud,,,,,,,
,proudly,2,"'proudly': 2,",proud;ly,proud,ly,,,,,,
,prov,1,"'prov': 1,",prov,prov,,,,,,,
,provenance,3,"'provenance': 3,",prov;e;nance,prov,e,nance,,,,,
,proven,2,"'proven': 2,",prov;en,prov,en,,,,,,
,proverb,2,"'proverb': 2,",prov;erb,prov,erb,,,,,,
,providence,3,"'providence': 3,",prov;i;dence,prov,i,dence,,,,,
,provident,3,"'provident': 3,",prov;i;dent,prov,i,dent,,,,,
,province,2,"'province': 2,",prov;ince,prov,ince,,,,,,
,provocation,4,"'provocation': 4,",prov;o;ca;tion,prov,o,ca,tion,,,,
,provost,2,"'provost': 2,",prov;ost,prov,ost,,,,,,
,prove,1,"'prove': 1,",prove,prove,,,,,,,
,prowess,2,"'prowess': 2,",prow;ess,prow,ess,,,,,,
,prowl,1,"'prowl': 1,",prowl,prowl,,,,,,,
,prowler,2,"'prowler': 2,",prowl;er,prowl,er,,,,,,
,proximal,3,"'proximal': 3,",prox;i;mal,prox,i,mal,,,,,
,proximate,3,"'proximate': 3,",prox;i;mate,prox,i,mate,,,,,
,proxies,2,"'proxies': 2,",prox;ies,prox,ies,,,,,,
,proximity,4,"'proximity': 4,",prox;im;i;ty,prox,im,i,ty,,,,
,proxy,2,"'proxy': 2,",prox;y,prox,y,,,,,,
,prs,1,"'prs': 1,",prs,prs,,,,,,,
,prudential,3,"'prudential': 3,",pru;den;tial,pru,den,tial,,,,,
,prudence,2,"'prudence': 2,",pru;dence,pru,dence,,,,,,
,prudent,2,"'prudent': 2,",pru;dent,pru,dent,,,,,,
,pruning,2,"'pruning': 2,",prun;ing,prun,ing,,,,,,
,prune,1,"'prune': 1,",prune,prune,,,,,,,
,pry,1,"'pry': 1,",pry,pry,,,,,,,
,prying,2,"'prying': 2,",pry;ing,pry,ing,,,,,,
,psalm,1,"'psalm': 1,",psalm,psalm,,,,,,,
,pseudo,2,"'pseudo': 2,",pseu;do,pseu,do,,,,,,
,pseudoephedrine,5,"'pseudoephedrine': 5,",pseu;do;e;phed;rine,pseu,do,e,phed,rine,,,
,pseudonym,3,"'pseudonym': 3,",pseu;do;nym,pseu,do,nym,,,,,
,pseudomonas,4,"'pseudomonas': 4,",pseu;dom;o;nas,pseu,dom,o,nas,,,,
,psf,1,"'psf': 1,",psf,psf,,,,,,,
,psi,1,"'psi': 1,",psi,psi,,,,,,,
,psig,1,"'psig': 1,",psig,psig,,,,,,,
,psoriasis,4,"'psoriasis': 4,",pso;ri;a;sis,pso,ri,a,sis,,,,
,pss,1,"'pss': 1,",pss,pss,,,,,,,
,psychiatrist,4,"'psychiatrist': 4,",psy;chi;a;trist,psy,chi,a,trist,,,,
,psychiatry,4,"'psychiatry': 4,",psy;chi;a;try,psy,chi,a,try,,,,
,psychiatric,4,"'psychiatric': 4,",psy;chi;at;ric,psy,chi,at,ric,,,,
,psychic,2,"'psychic': 2,",psy;chic,psy,chic,,,,,,
,psycho,2,"'psycho': 2,",psy;cho,psy,cho,,,,,,
,psychoanalysis,6,"'psychoanalysis': 6,",psy;cho;a;nal;y;sis,psy,cho,a,nal,y,sis,,
,psychoanalytic,6,"'psychoanalytic': 6,",psy;cho;an;a;lyt;ic,psy,cho,an,a,lyt,ic,,
,psychological,5,"'psychological': 5,",psy;cho;log;i;cal,psy,cho,log,i,cal,,,
,psychologically,6,"'psychologically': 6,",psy;cho;log;i;cal;ly,psy,cho,log,i,cal,ly,,
,psychometric,4,"'psychometric': 4,",psy;cho;met;ric,psy,cho,met,ric,,,,
,psychopathology,6,"'psychopathology': 6,",psy;cho;pa;thol;o;gy,psy,cho,pa,thol,o,gy,,
,psychopharmacology,7,"'psychopharmacology': 7,",psy;cho;phar;ma;col;o;gy,psy,cho,phar,ma,col,o,gy,
,psychosis,3,"'psychosis': 3,",psy;cho;sis,psy,cho,sis,,,,,
,psychosocial,4,"'psychosocial': 4,",psy;cho;so;cial,psy,cho,so,cial,,,,
,psychotherapist,5,"'psychotherapist': 5,",psy;cho;ther;a;pist,psy,cho,ther,a,pist,,,
,psychotherapy,5,"'psychotherapy': 5,",psy;cho;ther;a;py,psy,cho,ther,a,py,,,
,psychotropic,4,"'psychotropic': 4,",psy;cho;trop;ic,psy,cho,trop,ic,,,,
,psychologist,4,"'psychologist': 4,",psy;chol;o;gist,psy,chol,o,gist,,,,
,psychology,4,"'psychology': 4,",psy;chol;o;gy,psy,chol,o,gy,,,,
,psychotic,3,"'psychotic': 3,",psy;chot;ic,psy,chot,ic,,,,,
,psych,1,"'psych': 1,",psych,psych,,,,,,,
,psychedelic,4,"'psychedelic': 4,",psych;e;del;ic,psych,e,del,ic,,,,
,psyche,1,"'psyche': 1,",psyche,psyche,,,,,,,
,pta,1,"'pta': 1,",pta,pta,,,,,,,
,pto,1,"'pto': 1,",pto,pto,,,,,,,
,pts,1,"'pts': 1,",pts,pts,,,,,,,
,pty,1,"'pty': 1,",pty,pty,,,,,,,
,puberty,3,"'puberty': 3,",pu;ber;ty,pu,ber,ty,,,,,
,pubescent,3,"'pubescent': 3,",pu;bes;cent,pu,bes,cent,,,,,
,pubic,2,"'pubic': 2,",pu;bic,pu,bic,,,,,,
,puja,2,"'puja': 2,",pu;ja,pu,ja,,,,,,
,puma,2,"'puma': 2,",pu;ma,pu,ma,,,,,,
,punitive,3,"'punitive': 3,",pu;ni;tive,pu,ni,tive,,,,,
,puny,2,"'puny': 2,",pu;ny,pu,ny,,,,,,
,pupa,2,"'pupa': 2,",pu;pa,pu,pa,,,,,,
,pupil,2,"'pupil': 2,",pu;pil,pu,pil,,,,,,
,puree,2,"'puree': 2,",pu;ree,pu,ree,,,,,,
,puri,2,"'puri': 2,",pu;ri,pu,ri,,,,,,
,purified,3,"'purified': 3,",pu;ri;fied,pu,ri,fied,,,,,
,purify,3,"'purify': 3,",pu;ri;fy,pu,ri,fy,,,,,
,purifying,4,"'purifying': 4,",pu;ri;fy;ing,pu,ri,fy,ing,,,,
,puritan,3,"'puritan': 3,",pu;ri;tan,pu,ri,tan,,,,,
,purity,3,"'purity': 3,",pu;ri;ty,pu,ri,ty,,,,,
,purine,2,"'purine': 2,",pu;rine,pu,rine,,,,,,
,putative,3,"'putative': 3,",pu;ta;tive,pu,ta,tive,,,,,
,pub,1,"'pub': 1,",pub,pub,,,,,,,
,publication,4,"'publication': 4,",pub;li;ca;tion,pub,li,ca,tion,,,,
,publicist,3,"'publicist': 3,",pub;li;cist,pub,li,cist,,,,,
,publicize,3,"'publicize': 3,",pub;li;cize,pub,li,cize,,,,,
,publicized,3,"'publicized': 3,",pub;li;cized,pub,li,cized,,,,,
,public,2,"'public': 2,",pub;lic,pub,lic,,,,,,
,publicity,4,"'publicity': 4,",pub;lic;i;ty,pub,lic,i,ty,,,,
,publicly,3,"'publicly': 3,",pub;lic;ly,pub,lic,ly,,,,,
,publish,2,"'publish': 2,",pub;lish,pub,lish,,,,,,
,publisher,3,"'publisher': 3,",pub;lish;er,pub,lish,er,,,,,
,publishing,3,"'publishing': 3,",pub;lish;ing,pub,lish,ing,,,,,
,publ,1,"'publ': 1,",publ,publ,,,,,,,
,puck,1,"'puck': 1,",puck,puck,,,,,,,
,pudding,2,"'pudding': 2,",pud;ding,pud,ding,,,,,,
,puddle,2,"'puddle': 2,",pud;dle,pud,dle,,,,,,
,pueblo,2,"'pueblo': 2,",pueb;lo,pueb,lo,,,,,,
,puffin,2,"'puffin': 2,",puf;fin,puf,fin,,,,,,
,puff,1,"'puff': 1,",puff,puff,,,,,,,
,puffy,2,"'puffy': 2,",puff;y,puff,y,,,,,,
,pug,1,"'pug': 1,",pug,pug,,,,,,,
,puke,1,"'puke': 1,",puke,puke,,,,,,,
,pul,1,"'pul': 1,",pul,pul,,,,,,,
,pulley,2,"'pulley': 2,",pul;ley,pul,ley,,,,,,
,pulmonary,4,"'pulmonary': 4,",pul;mo;nar;y,pul,mo,nar,y,,,,
,pulpit,2,"'pulpit': 2,",pul;pit,pul,pit,,,,,,
,pulsar,2,"'pulsar': 2,",pul;sar,pul,sar,,,,,,
,pulsating,3,"'pulsating': 3,",pul;sat;ing,pul,sat,ing,,,,,
,pull,1,"'pull': 1,",pull,pull,,,,,,,
,pullover,3,"'pullover': 3,",pull;o;ver,pull,o,ver,,,,,
,pulp,1,"'pulp': 1,",pulp,pulp,,,,,,,
,pulsing,2,"'pulsing': 2,",puls;ing,puls,ing,,,,,,
,pulse,1,"'pulse': 1,",pulse,pulse,,,,,,,
,pumice,2,"'pumice': 2,",pum;ice,pum,ice,,,,,,
,pump,1,"'pump': 1,",pump,pump,,,,,,,
,pumping,2,"'pumping': 2,",pump;ing,pump,ing,,,,,,
,pumpkin,2,"'pumpkin': 2,",pump;kin,pump,kin,,,,,,
,pun,1,"'pun': 1,",pun,pun,,,,,,,
,pundit,2,"'pundit': 2,",pun;dit,pun,dit,,,,,,
,pungent,2,"'pungent': 2,",pun;gent,pun,gent,,,,,,
,punish,2,"'punish': 2,",pun;ish,pun,ish,,,,,,
,punishable,4,"'punishable': 4,",pun;ish;a;ble,pun,ish,a,ble,,,,
,punisher,3,"'punisher': 3,",pun;ish;er,pun,ish,er,,,,,
,punishment,3,"'punishment': 3,",pun;ish;ment,pun,ish,ment,,,,,
,punctuation,4,"'punctuation': 4,",punc;tu;a;tion,punc,tu,a,tion,,,,
,punctual,3,"'punctual': 3,",punc;tu;al,punc,tu,al,,,,,
,punctuality,5,"'punctuality': 5,",punc;tu;al;i;ty,punc,tu,al,i,ty,,,
,puncture,2,"'puncture': 2,",punc;ture,punc,ture,,,,,,
,punch,1,"'punch': 1,",punch,punch,,,,,,,
,punk,1,"'punk': 1,",punk,punk,,,,,,,
,punt,1,"'punt': 1,",punt,punt,,,,,,,
,punter,2,"'punter': 2,",punt;er,punt,er,,,,,,
,pup,1,"'pup': 1,",pup,pup,,,,,,,
,puppet,2,"'puppet': 2,",pup;pet,pup,pet,,,,,,
,puppetry,3,"'puppetry': 3,",pup;pet;ry,pup,pet,ry,,,,,
,puppy,2,"'puppy': 2,",pup;py,pup,py,,,,,,
,purchaser,3,"'purchaser': 3,",pur;chas;er,pur,chas,er,,,,,
,purchase,2,"'purchase': 2,",pur;chase,pur,chase,,,,,,
,purest,2,"'purest': 2,",pur;est,pur,est,,,,,,
,purgatory,4,"'purgatory': 4,",pur;ga;to;ry,pur,ga,to,ry,,,,
,purple,2,"'purple': 2,",pur;ple,pur,ple,,,,,,
,purport,2,"'purport': 2,",pur;port,pur,port,,,,,,
,purpose,2,"'purpose': 2,",pur;pose,pur,pose,,,,,,
,purposeful,3,"'purposeful': 3,",pur;pose;ful,pur,pose,ful,,,,,
,purposely,3,"'purposely': 3,",pur;pose;ly,pur,pose,ly,,,,,
,pursuance,3,"'pursuance': 3,",pur;su;ance,pur,su,ance,,,,,
,pursuant,3,"'pursuant': 3,",pur;su;ant,pur,su,ant,,,,,
,pursuing,3,"'pursuing': 3,",pur;su;ing,pur,su,ing,,,,,
,pursue,2,"'pursue': 2,",pur;sue,pur,sue,,,,,,
,pursued,2,"'pursued': 2,",pur;sued,pur,sued,,,,,,
,pursuit,2,"'pursuit': 2,",pur;suit,pur,suit,,,,,,
,purview,2,"'purview': 2,",pur;view,pur,view,,,,,,
,pure,1,"'pure': 1,",pure,pure,,,,,,,
,purebred,2,"'purebred': 2,",pure;bred,pure,bred,,,,,,
,purely,2,"'purely': 2,",pure;ly,pure,ly,,,,,,
,purging,2,"'purging': 2,",purg;ing,purg,ing,,,,,,
,purge,1,"'purge': 1,",purge,purge,,,,,,,
,purl,1,"'purl': 1,",purl,purl,,,,,,,
,purr,1,"'purr': 1,",purr,purr,,,,,,,
,purse,1,"'purse': 1,",purse,purse,,,,,,,
,pus,1,"'pus': 1,",pus,pus,,,,,,,
,push,1,"'push': 1,",push,push,,,,,,,
,pushchair,2,"'pushchair': 2,",push;chair,push,chair,,,,,,
,pusher,2,"'pusher': 2,",push;er,push,er,,,,,,
,pushing,2,"'pushing': 2,",push;ing,push,ing,,,,,,
,pushy,2,"'pushy': 2,",push;y,push,y,,,,,,
,pushed,1,"'pushed': 1,",pushed,pushed,,,,,,,
,puss,1,"'puss': 1,",puss,puss,,,,,,,
,pussies,2,"'pussies': 2,",puss;ies,puss,ies,,,,,,
,pussy,2,"'pussy': 2,",puss;y,puss,y,,,,,,
,put,1,"'put': 1,",put,put,,,,,,,
,putting,2,"'putting': 2,",put;ting,put,ting,,,,,,
,putty,2,"'putty': 2,",put;ty,put,ty,,,,,,
,putt,1,"'putt': 1,",putt,putt,,,,,,,
,putter,2,"'putter': 2,",putt;er,putt,er,,,,,,
,puzzle,2,"'puzzle': 2,",puz;zle,puz,zle,,,,,,
,pyjamas,3,"'pyjamas': 3,",py;jam;as,py,jam,as,,,,,
,pylori,3,"'pylori': 3,",py;lo;ri,py,lo,ri,,,,,
,pylon,2,"'pylon': 2,",py;lon,py,lon,,,,,,
,pyramidal,4,"'pyramidal': 4,",py;ram;i;dal,py,ram,i,dal,,,,
,pyrene,2,"'pyrene': 2,",py;rene,py,rene,,,,,,
,pyrite,2,"'pyrite': 2,",py;rite,py,rite,,,,,,
,pyrotechnics,4,"'pyrotechnics': 4,",py;ro;tech;nics,py,ro,tech,nics,,,,
,python,2,"'python': 2,",py;thon,py,thon,,,,,,
,pye,1,"'pye': 1,",pye,pye,,,,,,,
,pygmy,2,"'pygmy': 2,",pyg;my,pyg,my,,,,,,
,pyramid,3,"'pyramid': 3,",pyr;a;mid,pyr,a,mid,,,,,
,qty,1,"'qty': 1,",qty,qty,,,,,,,
,qua,1,"'qua': 1,",qua,qua,,,,,,,
,quasar,2,"'quasar': 2,",qua;sar,qua,sar,,,,,,
,quaternary,4,"'quaternary': 4,",qua;ter;nar;y,qua,ter,nar,y,,,,
,quatre,2,"'quatre': 2,",qua;tre,qua,tre,,,,,,
,quack,1,"'quack': 1,",quack,quack,,,,,,,
,quad,1,"'quad': 1,",quad,quad,,,,,,,
,quadra,2,"'quadra': 2,",quad;ra,quad,ra,,,,,,
,quadrature,3,"'quadrature': 3,",quad;ra;ture,quad,ra,ture,,,,,
,quadrangle,3,"'quadrangle': 3,",quad;ran;gle,quad,ran,gle,,,,,
,quadrant,2,"'quadrant': 2,",quad;rant,quad,rant,,,,,,
,quadratic,3,"'quadratic': 3,",quad;rat;ic,quad,rat,ic,,,,,
,quadruple,3,"'quadruple': 3,",quad;ru;ple,quad,ru,ple,,,,,
,quagga,2,"'quagga': 2,",quag;ga,quag,ga,,,,,,
,quagmire,2,"'quagmire': 2,",quag;mire,quag,mire,,,,,,
,quail,1,"'quail': 1,",quail,quail,,,,,,,
,quaint,1,"'quaint': 1,",quaint,quaint,,,,,,,
,quake,1,"'quake': 1,",quake,quake,,,,,,,
,qualification,5,"'qualification': 5,",qual;i;fi;ca;tion,qual,i,fi,ca,tion,,,
,qualifier,4,"'qualifier': 4,",qual;i;fi;er,qual,i,fi,er,,,,
,qualified,3,"'qualified': 3,",qual;i;fied,qual,i,fied,,,,,
,qualify,3,"'qualify': 3,",qual;i;fy,qual,i,fy,,,,,
,qualifying,4,"'qualifying': 4,",qual;i;fy;ing,qual,i,fy,ing,,,,
,qualitative,4,"'qualitative': 4,",qual;i;ta;tive,qual,i,ta,tive,,,,
,qualitatively,5,"'qualitatively': 5,",qual;i;ta;tive;ly,qual,i,ta,tive,ly,,,
,quality,3,"'quality': 3,",qual;i;ty,qual,i,ty,,,,,
,quandary,3,"'quandary': 3,",quan;da;ry,quan,da,ry,,,,,
,quanta,2,"'quanta': 2,",quan;ta,quan,ta,,,,,,
,quantifiable,5,"'quantifiable': 5,",quan;ti;fi;a;ble,quan,ti,fi,a,ble,,,
,quantified,3,"'quantified': 3,",quan;ti;fied,quan,ti,fied,,,,,
,quantify,3,"'quantify': 3,",quan;ti;fy,quan,ti,fy,,,,,
,quantifying,4,"'quantifying': 4,",quan;ti;fy;ing,quan,ti,fy,ing,,,,
,quantitative,4,"'quantitative': 4,",quan;ti;ta;tive,quan,ti,ta,tive,,,,
,quantitatively,5,"'quantitatively': 5,",quan;ti;ta;tive;ly,quan,ti,ta,tive,ly,,,
,quantity,3,"'quantity': 3,",quan;ti;ty,quan,ti,ty,,,,,
,quantization,4,"'quantization': 4,",quan;ti;za;tion,quan,ti,za,tion,,,,
,quantized,2,"'quantized': 2,",quan;tized,quan,tized,,,,,,
,quantum,2,"'quantum': 2,",quan;tum,quan,tum,,,,,,
,quant,1,"'quant': 1,",quant,quant,,,,,,,
,quarantine,3,"'quarantine': 3,",quar;an;tine,quar,an,tine,,,,,
,quarrel,2,"'quarrel': 2,",quar;rel,quar,rel,,,,,,
,quarry,2,"'quarry': 2,",quar;ry,quar,ry,,,,,,
,quarrying,3,"'quarrying': 3,",quar;ry;ing,quar,ry,ing,,,,,
,quarter,2,"'quarter': 2,",quar;ter,quar,ter,,,,,,
,quarterback,3,"'quarterback': 3,",quar;ter;back,quar,ter,back,,,,,
,quarterly,3,"'quarterly': 3,",quar;ter;ly,quar,ter,ly,,,,,
,quartermaster,4,"'quartermaster': 4,",quar;ter;mas;ter,quar,ter,mas,ter,,,,
,quarters,2,"'quarters': 2,",quar;ters,quar,ters,,,,,,
,quartet,2,"'quartet': 2,",quar;tet,quar,tet,,,,,,
,quartile,2,"'quartile': 2,",quar;tile,quar,tile,,,,,,
,quarto,2,"'quarto': 2,",quar;to,quar,to,,,,,,
,quark,1,"'quark': 1,",quark,quark,,,,,,,
,quart,1,"'quart': 1,",quart,quart,,,,,,,
,quartz,1,"'quartz': 1,",quartz,quartz,,,,,,,
,quay,1,"'quay': 1,",quay,quay,,,,,,,
,query,2,"'query': 2,",que;ry,que,ry,,,,,,
,queen,1,"'queen': 1,",queen,queen,,,,,,,
,queer,1,"'queer': 1,",queer,queer,,,,,,,
,quell,1,"'quell': 1,",quell,quell,,,,,,,
,quench,1,"'quench': 1,",quench,quench,,,,,,,
,ques,1,"'ques': 1,",ques,ques,,,,,,,
,question,2,"'question': 2,",ques;tion,ques,tion,,,,,,
,questionable,4,"'questionable': 4,",ques;tion;a;ble,ques,tion,a,ble,,,,
,questioning,3,"'questioning': 3,",ques;tion;ing,ques,tion,ing,,,,,
,questionnaire,3,"'questionnaire': 3,",ques;tion;naire,ques,tion,naire,,,,,
,quest,1,"'quest': 1,",quest,quest,,,,,,,
,quetzal,2,"'quetzal': 2,",quet;zal,quet,zal,,,,,,
,queuing,2,"'queuing': 2,",queu;ing,queu,ing,,,,,,
,queue,1,"'queue': 1,",queue,queue,,,,,,,
,quiescent,3,"'quiescent': 3,",qui;es;cent,qui,es,cent,,,,,
,quiet,2,"'quiet': 2,",qui;et,qui,et,,,,,,
,quieter,3,"'quieter': 3,",qui;et;er,qui,et,er,,,,,
,quietly,3,"'quietly': 3,",qui;et;ly,qui,et,ly,,,,,
,quibble,2,"'quibble': 2,",quib;ble,quib,ble,,,,,,
,quiche,1,"'quiche': 1,",quiche,quiche,,,,,,,
,quick,1,"'quick': 1,",quick,quick,,,,,,,
,quicken,2,"'quicken': 2,",quick;en,quick,en,,,,,,
,quicker,2,"'quicker': 2,",quick;er,quick,er,,,,,,
,quickie,2,"'quickie': 2,",quick;ie,quick,ie,,,,,,
,quickly,2,"'quickly': 2,",quick;ly,quick,ly,,,,,,
,quickness,2,"'quickness': 2,",quick;ness,quick,ness,,,,,,
,quicksilver,3,"'quicksilver': 3,",quick;sil;ver,quick,sil,ver,,,,,
,quid,1,"'quid': 1,",quid,quid,,,,,,,
,quill,1,"'quill': 1,",quill,quill,,,,,,,
,quilt,1,"'quilt': 1,",quilt,quilt,,,,,,,
,quilted,2,"'quilted': 2,",quilt;ed,quilt,ed,,,,,,
,quilter,2,"'quilter': 2,",quilt;er,quilt,er,,,,,,
,quilting,2,"'quilting': 2,",quilt;ing,quilt,ing,,,,,,
,quin,1,"'quin': 1,",quin,quin,,,,,,,
,quincy,2,"'quincy': 2,",quin;cy,quin,cy,,,,,,
,quintessential,4,"'quintessential': 4,",quin;tes;sen;tial,quin,tes,sen,tial,,,,
,quintessence,3,"'quintessence': 3,",quin;tes;sence,quin,tes,sence,,,,,
,quintet,2,"'quintet': 2,",quin;tet,quin,tet,,,,,,
,quintile,2,"'quintile': 2,",quin;tile,quin,tile,,,,,,
,quinton,2,"'quinton': 2,",quin;ton,quin,ton,,,,,,
,quince,1,"'quince': 1,",quince,quince,,,,,,,
,quint,1,"'quint': 1,",quint,quint,,,,,,,
,quirk,1,"'quirk': 1,",quirk,quirk,,,,,,,
,quirky,2,"'quirky': 2,",quirk;y,quirk,y,,,,,,
,quit,1,"'quit': 1,",quit,quit,,,,,,,
,quite,1,"'quite': 1,",quite,quite,,,,,,,
,quits,1,"'quits': 1,",quits,quits,,,,,,,
,quiver,2,"'quiver': 2,",quiv;er,quiv,er,,,,,,
,quiz,1,"'quiz': 1,",quiz,quiz,,,,,,,
,quizzes,2,"'quizzes': 2,",quiz;zes,quiz,zes,,,,,,
,quo,1,"'quo': 1,",quo,quo,,,,,,,
,quota,2,"'quota': 2,",quo;ta,quo,ta,,,,,,
,quotation,3,"'quotation': 3,",quo;ta;tion,quo,ta,tion,,,,,
,quotient,2,"'quotient': 2,",quo;tient,quo,tient,,,,,,
,quod,1,"'quod': 1,",quod,quod,,,,,,,
,quorum,2,"'quorum': 2,",quor;um,quor,um,,,,,,
,quot,1,"'quot': 1,",quot,quot,,,,,,,
,quotable,3,"'quotable': 3,",quot;a;ble,quot,a,ble,,,,,
,quoted,2,"'quoted': 2,",quot;ed,quot,ed,,,,,,
,quoting,2,"'quoting': 2,",quot;ing,quot,ing,,,,,,
,quote,1,"'quote': 1,",quote,quote,,,,,,,
,quoth,1,"'quoth': 1,",quoth,quoth,,,,,,,
,rabies,2,"'rabies': 2,",ra;bies,ra,bies,,,,,,
,racial,2,"'racial': 2,",ra;cial,ra,cial,,,,,,
,racially,3,"'racially': 3,",ra;cial;ly,ra,cial,ly,,,,,
,radar,2,"'radar': 2,",ra;dar,ra,dar,,,,,,
,radiation,4,"'radiation': 4,",ra;di;a;tion,ra,di,a,tion,,,,
,radiative,4,"'radiative': 4,",ra;di;a;tive,ra,di,a,tive,,,,
,radiator,4,"'radiator': 4,",ra;di;a;tor,ra,di,a,tor,,,,
,radial,3,"'radial': 3,",ra;di;al,ra,di,al,,,,,
,radian,3,"'radian': 3,",ra;di;an,ra,di,an,,,,,
,radiance,3,"'radiance': 3,",ra;di;ance,ra,di,ance,,,,,
,radiant,3,"'radiant': 3,",ra;di;ant,ra,di,ant,,,,,
,radiated,4,"'radiated': 4,",ra;di;at;ed,ra,di,at,ed,,,,
,radiating,4,"'radiating': 4,",ra;di;at;ing,ra,di,at,ing,,,,
,radiate,3,"'radiate': 3,",ra;di;ate,ra,di,ate,,,,,
,radii,3,"'radii': 3,",ra;di;i,ra,di,i,,,,,
,radio,3,"'radio': 3,",ra;di;o,ra,di,o,,,,,
,radioactivity,7,"'radioactivity': 7,",ra;di;o;ac;tiv;i;ty,ra,di,o,ac,tiv,i,ty,
,radioactive,5,"'radioactive': 5,",ra;di;o;ac;tive,ra,di,o,ac,tive,,,
,radiographic,5,"'radiographic': 5,",ra;di;o;graph;ic,ra,di,o,graph,ic,,,
,radiological,6,"'radiological': 6,",ra;di;o;log;i;cal,ra,di,o,log,i,cal,,
,radiologic,5,"'radiologic': 5,",ra;di;o;log;ic,ra,di,o,log,ic,,,
,radionuclide,5,"'radionuclide': 5,",ra;di;o;nu;clide,ra,di,o,nu,clide,,,
,radiotherapy,6,"'radiotherapy': 6,",ra;di;o;ther;a;py,ra,di,o,ther,a,py,,
,radiography,5,"'radiography': 5,",ra;di;og;ra;phy,ra,di,og,ra,phy,,,
,radiologist,5,"'radiologist': 5,",ra;di;ol;o;gist,ra,di,ol,o,gist,,,
,radiology,5,"'radiology': 5,",ra;di;ol;o;gy,ra,di,ol,o,gy,,,
,radiometer,5,"'radiometer': 5,",ra;di;om;e;ter,ra,di,om,e,ter,,,
,radios,3,"'radios': 3,",ra;di;os,ra,di,os,,,,,
,radium,3,"'radium': 3,",ra;di;um,ra,di,um,,,,,
,radius,3,"'radius': 3,",ra;di;us,ra,di,us,,,,,
,radix,2,"'radix': 2,",ra;dix,ra,dix,,,,,,
,radon,2,"'radon': 2,",ra;don,ra,don,,,,,,
,raga,2,"'raga': 2,",ra;ga,ra,ga,,,,,,
,raia,2,"'raia': 2,",ra;ia,ra,ia,,,,,,
,raja,2,"'raja': 2,",ra;ja,ra,ja,,,,,,
,ramon,2,"'ramon': 2,",ra;mon,ra,mon,,,,,,
